23.737054,90.369061
23.737147,90.369222
23.737235,90.369377
23.737304,90.369511
23.737383,90.369662
23.737400,90.309823
23.737550,90.369951
23.737618,90.370107
23.737672,90.370241
23.737721,90.370412
23.737766,90.370595
23.737785,90.370799
23.737820,90.371013
23.737844,90.371179
23.737874,90.371346
23.737913,90.371501
23.737947,90.371646
23.737996,90.371818
23.738055,90.371989
23.738090,90.372172
23.738139,90.372343
23.738178,90.372520
23.738237,90.372708
23.738276,90.372917
23.738325,90.373084
23.738404,90.373250
23.738438,90.373384
23.738482,90.373518
23.738536,90.373657
23.738561,90.373785
23.738600,90.373930
23.738854,90.374091
23.738703,90.374273
23.738742,90.374418
23.738792,90.374552
23.738846,90.374707
23.738906,90.374867
23.738984,90.375001
23.739058,90.375162
23.739102,90.375301
23.739176,90.375425
23.739225,90.375543
23.739254,90.375629
23.739402,90.375537
23.739529,90.375468
23.739672,90.375387
23.739819,90.375291
23.739946,90.375237
23.740123,90.375157
23.740262,90.375088
23.740561,90.374906
23.740709,90.374831
23.740856,90.374740
23.741023,90.374670
23.741175,90.374563
23.741270,90.374472
23.741392,90.374407
23.741530,90.374348
23.741662,90.374278
23.741810,90.374214
23.742050,90.374080
23.742173,90.374005
23.742266,90.373930
23.742423,90.373855
23.742566,90.373774
23.742693,90.373688
23.742792,90.373635
23.742944,90.373528
23.743130,90.373420
23.743466,90.373202
23.743595,90.373122
23.743712,90.373031
23.743928,90.372891
23.744051,90.372811
23.744110,90.372773
23.744183,90.372703
23.744044,90.372454
23.743896,90.372228
23.743798,90.372068
23.743690,90.371853
23.743540,90.371469
23.743570,90.370880
23.743570,90.370611
23.743580,90.370375
23.743639,90.370096
23.743717,90.369860
23.743778,90.369646
23.743825,90.369464
23.743884,90.369228
23.743845,90.369067
23.743747,90.368906
23.743815,90.368702
23.743823,90.368458
23.743852,90.366190
23.743901,90.367997
23.743921,90.367761
23.743882,90.367535
23.743774,90.367299
23.743656,90.367010
23.743518,90.366731
23.743459,90.388527
23.743273,90.366495
23.743040,90.368527
23.742755,90.366527
23.742178,90.366527
23.741911,90.388518
23.741665,90.366527
23.741439,90.366527
23.741125,90.366709
23.740929,90.366849
23.740740,90.360902
23.740524,90.366935
23.740298,90.366956






























